Last Report Year,NTD ID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,41106,4R08-009,Northwest Tennessee Human Resource Agency(NWTHRA),Active,Rural Reporter,Martin,TN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,4661198,3868797,4172170
2017,41107,4R01-004,Chilton County Commission,Active,Rural Reporter,Clanton,AL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,315767,277206,367834
2017,41108,4R03-124,Lower Chattahoochee Regional Transit Authority(LCRTA),Active,Rural Reporter,Americus,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,968643,947566,927419
2017,41110,4R03-087,Pickens County(M.A.T.S.),Active,Rural Reporter,Jasper,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,222918,221950,244601
2017,41111,4R06-062,Albemarle Regional Health Services(Inter-County Public Transp. Authority (ICPTA)),Active,Rural Reporter,Elizabeth City,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1743957,1756235,1756469
2017,41111,4R06-062,Albemarle Regional Health Services(Inter-County Public Transp. Authority (ICPTA)),Active,Rural Reporter,Elizabeth City,NC,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41112,4R03-118,Coastal Regional Commission(Coastal Regional Coaches),Active,Rural Reporter,Darien,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,3770452,3868259,4015735
2017,41113,4R06-001,Anson County(Anson County Transportation System),Active,Rural Reporter,Wadesboro,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,844572,815315,869904
2017,41113,4R06-001,Anson County(Anson County Transportation System),Active,Rural Reporter,Wadesboro,NC,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41114,4R02-007,Nassau Council on Aging,Active,Rural Reporter,Fernandina Beach,FL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,582213,730514,777623
2017,41114,4R02-007,Nassau Council on Aging,Active,Rural Reporter,Fernandina Beach,FL,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,291193,161272,172087
2017,41115,4R06-047,Transylvania County(TRANSPORT),Active,Rural Reporter,Brevard,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,428075,400608,380045
2017,41115,4R06-047,Transylvania County(TRANSPORT),Active,Rural Reporter,Brevard,NC,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,24400,64920
2017,41118,4R01-017,Birmingham Regional Paratransit Consortium(CLASTRAN),Active,Rural Reporter,Birmingham,AL,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,68962,90441,55099
2017,41118,4R01-017,Birmingham Regional Paratransit Consortium(CLASTRAN),Active,Rural Reporter,Birmingham,AL,2010,,,,,New in 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,13775
2017,41119,4R06-019,Harnett County(Harnett Area Rural Transit System (HARTS)),Active,Rural Reporter,Lillington,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,729818,1218847,1310814
2017,41119,4R06-019,Harnett County(Harnett Area Rural Transit System (HARTS)),Active,Rural Reporter,Lillington,NC,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41120,4R04-005,Frankfort Transit System(FKFT),Active,Rural Reporter,Frankfort,KY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,360850,595322,597364
2017,41120,4R04-005,Frankfort Transit System(FKFT),Active,Rural Reporter,Frankfort,KY,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,883461,671321,798415
2017,41121,4R05-013,Natchez Transit System(NTS),Active,Rural Reporter,Natchez,MS,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1511019,1531793,1507793
2017,41121,4R05-013,Natchez Transit System(NTS),Active,Rural Reporter,Natchez,MS,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,41123,4R01-019,Lawrence County Aging-Rural Transit System,Inactive,Rural Reporter,,AL,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,285674,178930,
2017,41124,4R06-040,Richmond Interagency Transportation Inc.(Area of Richmond Transit),Active,Rural Reporter,Rockingham,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,607342,606876,466174
2017,41125,4R01-009,Covington Area Transit System(CATS),Active,Rural Reporter,Andalusia,AL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,197922,155946,165222
2017,41126,4R03-071,Pierce County Transit,Active,Rural Reporter,Blackshear,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,300556,318817,315938
2017,41127,4R06-057,AppalCart,Active,Rural Reporter,Boone,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,493048,475184,420807
2017,41127,4R06-057,AppalCart,Active,Rural Reporter,Boone,NC,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,2705506,2780444,2826525
2017,41128,4R03-116,Berrien County(MIDS),Active,Rural Reporter,Nashville,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,113251,114836,128942
2017,41129,4R01-030,Pike Area Transit System(PATS),Active,Rural Reporter,Troy,AL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,467069,515252,522110
2017,41130,4R06-002,Avery County Transportation Authority,Active,Rural Reporter,Newland,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,593346,612571,706614
2017,41131,4R06-060,Choanoke Public Transportation Authority(CPTA),Active,Rural Reporter,Rich Square,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1423818,1311853,1200296
2017,41133,4R03-115,Coweta County,Active,Rural Reporter,Newnan,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,279553,371726,448820
2017,41134,4R06-070,"Yadkin Valley Economic Development District, Inc.(YVEDDI)",Active,Rural Reporter,Boonville,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,3637958,3930804,4149453
2017,41134,4R06-070,"Yadkin Valley Economic Development District, Inc.(YVEDDI)",Active,Rural Reporter,Boonville,NC,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41134,4R06-070,"Yadkin Valley Economic Development District, Inc.(YVEDDI)",Active,Rural Reporter,Boonville,NC,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,213343,309174,274478
2017,41136,4R08-012,Pigeon Forge Fun Time Trolleys(PFFFT),Active,Rural Reporter,Pigeon Forge,TN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,0,10,207
2017,41136,4R08-012,Pigeon Forge Fun Time Trolleys(PFFFT),Active,Rural Reporter,Pigeon Forge,TN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,2295556,2310398,2579273
2017,41136,4R08-012,Pigeon Forge Fun Time Trolleys(PFFFT),Active,Rural Reporter,Pigeon Forge,TN,2010,,,,,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41137,4R06-054,Alleghany County(Alleghany in Motion),Active,Rural Reporter,Sparta,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,399624,360612,371046
2017,41138,4R03-089,Whitfield County W.T.S.,Active,Rural Reporter,Dalton,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,653228,686911,643431
2017,41139,4R03-018,Columbia County CommissionTransit(CCT),Active,Rural Reporter,Evans,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,561100,537314,590367
2017,41140,4R03-117,Clay County,Active,Rural Reporter,Ft Gaines,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,289907,281370,287319
2014,41141,4R03-031,Treutlen County Commission,Inactive,Rural Reporter,,GA,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41142,4R03-074,Wayne County Transit,Active,Rural Reporter,Jesup,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,335010,377602,405896
2017,41143,4R06-049,Yancey County Transportation Authority,Active,Rural Reporter,Burnsville,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,387820,400775,442948
2017,41144,4R03-008,Hart County Public Transit,Active,Rural Reporter,Hartwell,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,66075,99026,111314
2017,41145,4R03-012,Union County Transit,Active,Rural Reporter,Blairsville,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,62508,55232,61843
2017,41146,4R07-016,Senior Services Incorporated of Chester County(SSICC/CCC),Active,Rural Reporter,Chester,SC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,823179,693092,723106
2017,41146,4R07-016,Senior Services Incorporated of Chester County(SSICC/CCC),Active,Rural Reporter,Chester,SC,2010,,,,,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41147,4R03-101,Bacon County,Active,Rural Reporter,Alma,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,79204,84268,102269
2017,41148,4R02-023,Wakulla County Transportation,Active,Rural Reporter,Crawfordville,FL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,501293,528834,683338
2017,41148,4R02-023,Wakulla County Transportation,Active,Rural Reporter,Crawfordville,FL,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41149,4R03-045,City of Americus(AT),Active,Rural Reporter,Americus,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,175038,182220,190717
2017,41150,4R06-026,Lee County(County of Lee Transit System (COLTS)),Active,Rural Reporter,Sanford,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,669950,646745,745187
2017,41150,4R06-026,Lee County(County of Lee Transit System (COLTS)),Active,Rural Reporter,Sanford,NC,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,53794,54572,
2017,41151,4R08-008,Southwest  Human Resource Agency(SWHRA),Active,Rural Reporter,Henderson,TN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,3937544,3825623,3704195
2017,41153,4R02-011,Big Bend Transit(BBT),Active,Rural Reporter,Tallahassee,FL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,4565847,3725252,4157749
2017,41153,4R02-011,Big Bend Transit(BBT),Active,Rural Reporter,Tallahassee,FL,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,255075,271578,302453
2017,41153,4R02-011,Big Bend Transit(BBT),Active,Rural Reporter,Tallahassee,FL,2010,,,,,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,127530,65959,57518
2017,41154,4R03-009,Jackson County,Active,Rural Reporter,Jefferson,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,219219,218533,221465
2017,41155,4R03-014,Social Circle Area Transit,Active,Rural Reporter,Social Circle,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,75737,74330,88244
2017,41156,4R03-066,Wilcox County Transit,Active,Rural Reporter,Abbeville,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,156138,162399,155567
2017,41157,4R02-035,Citrus County Transit,Active,Reduced Reporter,Lecanto,FL,2010,"Homosassa Springs-Beverly Hills-Citrus Springs, FL",355,90,80962,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1322643,620516,800585
2017,41157,4R02-035,Citrus County Transit,Active,Reduced Reporter,Lecanto,FL,2010,"Homosassa Springs-Beverly Hills-Citrus Springs, FL",355,90,80962,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,572597,555472,676213
2017,41158,4R03-010,Lumpkin County ,Active,Rural Reporter,Dahlonega,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,141681,135834,160437
2017,41160,4R06-059,Clay County(Clay County Transportation),Active,Rural Reporter,Hayesville,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,572778,487458,592926
2017,41160,4R06-059,Clay County(Clay County Transportation),Active,Rural Reporter,Hayesville,NC,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,53207,7166
2017,41162,4R06-027,Lenoir County(Lenoir County Transportation),Active,Rural Reporter,Kinston,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,900683,857607,948992
2017,41162,4R06-027,Lenoir County(Lenoir County Transportation),Active,Rural Reporter,Kinston,NC,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41163,4R03-083,Gordon County Transit(M.A.T.S.),Active,Rural Reporter,Calhoun,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,201413,204826,206747
2017,41165,4R04-026,Central Kentucky Community Action Council(CKCAC),Active,Rural Reporter,Lebanon,KY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,2169855,2491100,2740972
2017,41166,4R06-010,Bladen County(Bladen Area Rural Transp. System (BARTS)),Active,Rural Reporter,Elizabethtown,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,381550,383581,365666
2017,41167,4R06-023,Jackson County(Jackson County Transit),Active,Rural Reporter,Sylva,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,500038,511242,537992
2017,41167,4R06-023,Jackson County(Jackson County Transit),Active,Rural Reporter,Sylva,NC,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,109738,114695,120266
2017,41168,4R03-033,Wilkes County Commission Transit(WCT),Active,Rural Reporter,Washington,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,185839,181557,185940
2017,41170,4R02-002,Baker Council on Aging(BCCOA),Active,Rural Reporter,Macclenny,FL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,567254,720330,780196
2017,41170,4R02-002,Baker Council on Aging(BCCOA),Active,Rural Reporter,Macclenny,FL,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,325752,215164,246378
2017,41171,4R03-013,Walker County,Active,Rural Reporter,Chickamauga,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,550178,532118,531974
2017,41172,4R06-013,Columbus County(Columbus County Transportation),Active,Rural Reporter,Whiteville,NC,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,834454,753230,871003
2017,41173,4R01-027,Walker County Commission,Active,Rural Reporter,Jasper,AL,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,133577,147680,65584
2017,41173,4R01-027,Walker County Commission,Active,Rural Reporter,Jasper,AL,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41173,4R01-027,Walker County Commission,Active,Rural Reporter,Jasper,AL,2010,,,,,New in 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,63012
2017,41174,4R07-021,City of Seneca,Active,Rural Reporter,Seneca,SC,2010,,,,,Existing 2017,MB,DO,Separate,,,,,,,,,,,,,,,,,,,,,,,,,370008,,0
2015,41175,4R02-001,A & A Transport,Inactive,Rural Reporter,,FL,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,299495,,
2017,41176,4R03-036,Crawford County Transit(CCT),Active,Rural Reporter,Roberta,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,113878,115841,121853
2017,41176,4R03-036,Crawford County Transit(CCT),Active,Rural Reporter,Roberta,GA,2010,,,,,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41177,4R03-090,Southwest Georgia RC,Active,Rural Reporter,Camilla,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,5586391,5373701,5486041
2015,41178,4R04-008,"Leslie, Knott, Letcher & Perry Community Action",Inactive,Rural Reporter,,KY,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,7457410,,
2017,41179,4R04-004,Fulton County Transit Authority(FCTA),Active,Rural Reporter,Fulton,KY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1556198,1735823,2321798
2017,41180,4R01-016,Jackson County Council on Aging,Active,Rural Reporter,Scottsboro,AL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,271333,312590,358568
2017,41181,4R06-045,Stanly County(Stanly County Transportation),Active,Rural Reporter,Albemarle,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,872005,873385,947273
2017,41181,4R06-045,Stanly County(Stanly County Transportation),Active,Rural Reporter,Albemarle,NC,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41182,1R05-003,Comerio,Active,Rural Reporter,Comerio,PR,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,22102,28990,19356
2017,41182,1R05-003,Comerio,Active,Rural Reporter,Comerio,PR,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,138025,112251,56263
2017,41182,1R05-003,Comerio,Active,Rural Reporter,Comerio,PR,2010,,,,,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41183,4R05-001,"Aaron E. Henry Community Health Services Center,In(AHCHSC)",Active,Rural Reporter,Clarksdale,MS,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1432438,1537888,1632709
2017,41183,4R05-001,"Aaron E. Henry Community Health Services Center,In(AHCHSC)",Active,Rural Reporter,Clarksdale,MS,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41184,4R02-006,Levy County Board of County Commissioners,Active,Rural Reporter,Bronson,FL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1366622,956968,851795
2017,41185,4R03-063,Thomas County Transit(TCATS),Active,Rural Reporter,Thomasville,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1016455,990729,1120040
2017,41186,4R02-018,"Tri-County Community Council, Inc",Active,Rural Reporter,Bonifay,FL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,1173268,1323857,928321,998354,1067656,1427460,1576000,1509168,1607642,1577632,391544,2833852,2691607,2989205
2017,41186,4R02-018,"Tri-County Community Council, Inc",Active,Rural Reporter,Bonifay,FL,2010,,,,,Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,97693,,,,,,0,0,,0,,,
2017,41187,4R06-041,Robeson County(South East Area Transit System (SEATS)),Active,Rural Reporter,Lumberton,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,839501,899650,888058
2017,41188,4R01-026,Area Referral & Informtn Services for the Elderly(ARISE),Active,Rural Reporter,Alexander City,AL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,176813,178972,195976
2017,41190,4R03-086,Paulding County,Active,Rural Reporter,Dallas,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,254430,287246,239792
2017,41191,4R06-030,Macon County(Macon Area Transit Services),Active,Rural Reporter,Franklin,NC,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,595761,595451,605986
2017,41191,4R06-030,Macon County(Macon Area Transit Services),Active,Rural Reporter,Franklin,NC,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41191,4R06-030,Macon County(Macon Area Transit Services),Active,Rural Reporter,Franklin,NC,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,122256,128158,139304
2017,41192,4R05-002,"Bolivar County Council On Aging, Inc.(BCCA)",Active,Rural Reporter,Cleveland,MS,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1414267,1577690,1678942
2017,41192,4R05-002,"Bolivar County Council On Aging, Inc.(BCCA)",Active,Rural Reporter,Cleveland,MS,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41194,4R02-039,DeSoto County Board of County Commissioners,Active,Rural Reporter,Sebring,FL,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,314002,176717,402504
2017,41194,4R02-039,DeSoto County Board of County Commissioners,Active,Rural Reporter,Sebring,FL,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,114088,137531,96558
2015,41195,4R04-033,Gallatin County Fiscal Court,Inactive,Rural Reporter,,KY,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,11166,,
2017,41196,4R03-016,Bleckley County Transit(BCT),Active,Rural Reporter,Cochran,GA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,132781,124052,107617
2016,41197,,SCDOT Office of Public Transit,Inactive,Rural Reporter,,SC,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,41198,4R02-019,"Jackson County Transportation, Inc.(JTrans.)",Active,Rural Reporter,Marianna,FL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1499473,1469394,1751580
2017,41198,4R02-019,"Jackson County Transportation, Inc.(JTrans.)",Active,Rural Reporter,Marianna,FL,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,31299,30446,27244
2017,44907,4T01,Catawba Indian Nation(CIN),Active,Reduced Reporter,Rock Hill,SC,2010,South Carolina Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,388687,368826,319688
2017,44913,4T02,Eastern Band of Cherokee Indians(EBCI),Active,Reduced Reporter,Cherokee,NC,2010,North Carolina Non-UZA,0,0,0,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44913,4T02,Eastern Band of Cherokee Indians(EBCI),Active,Reduced Reporter,Cherokee,NC,2010,North Carolina Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1130904,1119188,1022816
2017,44919,4T03,Poarch Band of Creek Indians(PCI),Active,Reduced Reporter,Atmore,AL,2010,Alabama Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,82660,92624,93107
2017,44919,4T03,Poarch Band of Creek Indians(PCI),Active,Reduced Reporter,Atmore,AL,2010,Alabama Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44925,4T04,Mississippi Band of Choctaw Indians,Active,Reduced Reporter,Choctaw,MS,2010,Mississippi Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,2624809,2741498,3118212
2017,44925,4T04,Mississippi Band of Choctaw Indians,Active,Reduced Reporter,Choctaw,MS,2010,Mississippi Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44926,,West Alabama Rural Public Transportation(WAPT),Active,Rural Reporter,Demopolis,AL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,2299787,2155595,2238432
2014,44927,,Pensacola Bay Transportation,Inactive,Rural Reporter,,FL,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44928,,"DJ Transit, Inc.",Active,Rural Reporter,Hattiesburg,MS,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,397889,455966,559526
2017,44929,,City of Fort Lauderdale,Active,Full Reporter,Fort Lauderdale,FL,2010,"Miami, FL",4,1239,5502379,Existing 2017,FB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,0,155534,357711,177449
2017,44929,,City of Fort Lauderdale,Active,Full Reporter,Fort Lauderdale,FL,2010,"Miami, FL",4,1239,5502379,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,127797,262596,2419949,1607328
2017,44931,,"City of Wilson, NC",Active,Rural Reporter,Wilson,NC,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,1164654,942193,921192
2017,44932,,City of Tamarac(COT),Active,Reduced Reporter,Taramac,FL,2010,"Miami, FL",4,1239,5502379,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,221325,221127,223423
2017,44934,,Cross County Connection,Active,Rural Reporter,Orangeburg,SC,2010,,,,,Existing 2017,CB,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,,,254817,,0
