Last Report Year,NTD ID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,50455,5R03-031,Gogebic County Transit(GCT),Active,Rural Reporter,Ironwood,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,7028,7084,7056,7056,7056,7056,7056,7422,8482,8424,8404
2017,50456,5R03-003,Allegan County Transportation Services,Active,Rural Reporter,Allegan,MI,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,14770,23360,24878,23076,18976,18210,16771,20972,21636,21391,24729
2017,50457,5R03-072,Benzie Transportation Authority,Active,Rural Reporter,Beulah,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,16688,35295,37261,37627,33883,35650,35179,30064,28306,23084,23691
2017,50457,5R03-072,Benzie Transportation Authority,Active,Rural Reporter,Beulah,MI,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,4680,4284
2017,50458,5R01-050,Whiteside County(WCSC (Whiteside County Senior Center)),Active,Rural Reporter,Morrison,IL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,22699,15497,10900,18022,15587,19456,20919,22168
2017,50459,5R03-047,Ludington Mass Transportation Authority(LMTA),Active,Rural Reporter,Ludington,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,25575,27946,30215,30322,29367,31299,31855,33269,33929,32623,32456
2017,50460,5R04-041,"Le Sueur, City of",Active,Rural Reporter,Le Sueur,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,3362,3882,2668,1460,1988,1795,1254,1520,2287,2655,1302
2017,50460,5R04-041,"Le Sueur, City of",Active,Rural Reporter,Le Sueur,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,500,,1256,2383,1799,2242,2590,2451,1876,1142,491
2017,50461,5R06-021,City of Manitowoc,Active,Rural Reporter,Manitowoc,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,25485,,,,,,,,,,
2017,50461,5R06-021,City of Manitowoc,Active,Rural Reporter,Manitowoc,WI,2010,,,,,New in 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,3312
2017,50461,5R06-021,City of Manitowoc,Active,Rural Reporter,Manitowoc,WI,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,24648,24646,24630,31290,31039,21782,21725,23122,23667,18608
2017,50462,5R05-055,Harrison County Rural Transit(HCRT),Active,Rural Reporter,Cadiz,OH,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,10522,10921,13894,14486,14739,18458,14435,14236,13330,13044,15643
2017,50463,5R03-012,Berrien County Public Transportation,Active,Rural Reporter,St. Joseph,MI,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,24728,27640,23651,16602,18528,18404,18825,20285,17090,15405,15353
2017,50464,5R05-068,Pike County/Community Action Transit System(CATS),Active,Rural Reporter,Piketon,OH,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,7744,7359,7567,9473,10143,10471,9154,10025,7977,8237,8562
2017,50464,5R05-068,Pike County/Community Action Transit System(CATS),Active,Rural Reporter,Piketon,OH,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,2793
2017,50466,5R06-010,City of Beaver Dam,Active,Rural Reporter,Beaver Dam,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,37355,37708,38514,38997,,,,,,,
2017,50466,5R06-010,City of Beaver Dam,Active,Rural Reporter,Beaver Dam,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,38276,39122,41189,39155,40985,42013,38396
2014,50467,5R04-016,"Pine River, City of",Inactive,Rural Reporter,,MN,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,1729,1793,1876,1857,1838,1855,1506,264,,,
2017,50468,5R02-039,Whitley County Transit,Active,Rural Reporter,Columbia City,IN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,9646,12452,11715,10629,11741,12616,12932,15228,14768,14206,14085
2017,50470,5R06-032,City of Portage,Active,Rural Reporter,Portage,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,35714,38490,36887,40399,42072,,,,,,
2017,50470,5R06-032,City of Portage,Active,Rural Reporter,Portage,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,,45272,44937,47273,46389,47309,46705
2017,50471,5R04-046,"Southwestern MN Opportunity Council, Inc.(SMOC)",Active,Rural Reporter,Worthington,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,8514,9301,8943,9163,8118,9258,9820,10137,9927,9558,8319
2017,50471,5R04-046,"Southwestern MN Opportunity Council, Inc.(SMOC)",Active,Rural Reporter,Worthington,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,2702,2042,2090,2008,2613,1115,1485,2086,1824,1488,2700
2017,50473,5R03-046,Lenawee Transportation Corporation,Active,Rural Reporter,Adrian,MI,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,9101,9234,10186,11372,11369,12321,12259,11094,11480,11961,12048
2017,50474,5R04-019,"Tri-County Action Program, Inc.(Tri-CAP)",Active,Rural Reporter,Waite Park,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,13500,14814,41538,41339,50333,40381,42099,46019,31724,19193,16961
2017,50474,5R04-019,"Tri-County Action Program, Inc.(Tri-CAP)",Active,Rural Reporter,Waite Park,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,5314,5479,4435,3150,3000,5506,6598,10623,15413,10289,12504
2017,50476,5R03-070,Yates Township Transportation System,Active,Rural Reporter,Idlewild,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,27504,27462,28218,29351,27657,27940,29476,29508,32327,29117,28345
2017,50477,5R04-059,"Western Community Action, Inc.",Active,Rural Reporter,Marshall,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,20917,23101,38391,36489,32530,29535,29714,31966,27457,40313,24585
2017,50477,5R04-059,"Western Community Action, Inc.",Active,Rural Reporter,Marshall,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,5375,5170,5227,5403,4281,6811,3537
2017,50478,5R06-022,City of Marinette,Active,Rural Reporter,Minneapolis,MN,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,10159,10323,10171,10171,,,,,,,
2017,50478,5R06-022,City of Marinette,Active,Rural Reporter,Minneapolis,MN,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,10091,10009,9944,10787,11894,12007,12018
2016,50479,5R04-055,Pipestone County,Inactive,Rural Reporter,,MN,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,7657,8044,7524,10352,9176,7849,7189,8029,7036,2430,
2017,50481,5R05-048,Columbiana County/Community Action Rural Transit System(CARTS),Active,Rural Reporter,Lisbon,OH,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,24119,26838,28321,35706,36162,44955,47580,49235,51831,58034,58948
2017,50482,5R06-034,City of Prairie du Chien,Active,Rural Reporter,Prairie du Chien,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,10427,10827,10832,10879,,,,,,,
2017,50482,5R06-034,City of Prairie du Chien,Active,Rural Reporter,Prairie du Chien,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,11011,11082,11275,11136,15330,11196,11469
2017,50482,5R06-034,City of Prairie du Chien,Active,Rural Reporter,Prairie du Chien,WI,2010,,,,,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,7137,7161
2017,50483,5R02-005,Franklin County Public Transportation,Active,Rural Reporter,Brookville,IN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,12527,12628,13216,12584,12471,10869,11179,11638,13311,13260,11268
2017,50484,5R02-006,Fulton County Council on Aging,Active,Rural Reporter,Rochester,IN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,11876,12675,14342,16221,15164,18855,18073,17558,16430,16110,15002
2017,50485,5R02-027,City of Marion(Marion Transit),Active,Rural Reporter,Marion,IN,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,12758,,,,,380,,,,
2017,50485,5R02-027,City of Marion(Marion Transit),Active,Rural Reporter,Marion,IN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,12500,,,12509,12548,12583,12350,12250,12400,12525,12055
2017,50487,5R03-063,"Sault Sainte Marie, City of",Active,Rural Reporter,Sault Sainte Marie,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,8639,8326,8305,7991,8325,8421,8552,8552,8287,9235,10861
2017,50489,5R04-007,Paul Bunyan Transit,Active,Rural Reporter,Bemidji,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,14632,16769,19192,18073,12761,13191,12848,14993,15203,14858,21840
2017,50489,5R04-007,Paul Bunyan Transit,Active,Rural Reporter,Bemidji,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,5161,3578,4202,3443,6433,8544,5017
2017,50490,5R06-036,City of Reedsburg,Active,Rural Reporter,Reedsburg,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,9919,12078,10645,11289,,,,,,,
2017,50490,5R06-036,City of Reedsburg,Active,Rural Reporter,Reedsburg,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,13004,13690,13294,14251,13877,11839,13394
2017,50491,5R06-025,City of Medford,Active,Rural Reporter,Medford,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,6252,6256,6191,6210,,,,,,,
2017,50491,5R06-025,City of Medford,Active,Rural Reporter,Medford,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,6316,6442,6108,6304,6277,6015,6084
2017,50492,5R03-004,Alma-Dial-A-Ride,Active,Rural Reporter,Alma,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,6012,6327,6450,6090,6957,6497,6299,6473,7935,7405,10432
2017,50492,5R03-004,Alma-Dial-A-Ride,Active,Rural Reporter,Alma,MI,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,36,
2017,50493,5R02-040,Area 7 Agency on Aging - Vigo Co.,Active,Rural Reporter,Terre Haute,IN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,9732,6886,7497,13264,13904,13596,8136,8100,7559,9297,9117
2017,50494,5R03-026,Dowagiac Dial-A--Ride(DART),Active,Rural Reporter,Dowagiac,MI,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,4518,4544,4470,4285,4352,4498,4534,4404,4354,4488,4176
2017,50495,5R03-038,Interurban Transit Authority,Active,Rural Reporter,Douglas,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,10457,10721,10438,10607,10707,11045,11181,11189,11270,11440,11830
2017,50496,5R01-021,Shelby County ,Active,Rural Reporter,Shelbyville,IL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,8533,13600,21840,24960,42120,43680,35146,28064,36400,41690,43912
2017,50497,5R05-073,Shelby Public Transit,Active,Rural Reporter,Sidney,OH,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,13179,11830,12254,11657,11168,12020,13951,14748,15586,18067,16952
2017,50499,5R02-003,Clinton County Commissioners,Active,Rural Reporter,FRANKFORT,IN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,10920,11560,11696,14008,18400,18910,16830,15200,16000,16330,18090
2017,50500,5R06-037,City of Rhinelander,Active,Rural Reporter,Rhinelander,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,26414,25655,18887,24827,,,,,,,
2017,50500,5R06-037,City of Rhinelander,Active,Rural Reporter,Rhinelander,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,25696,25342,26361,29422,27744,26955,27975
2017,50501,5R02-018,City of Seymour,Active,Rural Reporter,Seymour,IN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,6751,7659,8394,8342,8262,8233,8316,8277,8367,8714,9536
2017,50502,5R01-008,City of Galesburg,Active,Rural Reporter,Galesburg,IL,2010,,,,,Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,13376,,,,,,
2017,50502,5R01-008,City of Galesburg,Active,Rural Reporter,Galesburg,IL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,6495,6884,6746,8950,10054,9969,24522,9770,9265,9706,9645
2017,50502,5R01-008,City of Galesburg,Active,Rural Reporter,Galesburg,IL,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,10131,10032,11847,13552,,13596,,13464,13640,13596,13631
2017,50503,5R03-024,Crawford County Transportation Authority,Active,Rural Reporter,Grayling,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,26031,26147,25755,23485,23007,24442,23718,24724,25096,24687,25127
2017,50504,5R04-064,Productive Alternatives,Active,Rural Reporter,Fergus Falls,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,5474,8805,19966,12800,8770,11143,13400,15336,12806,17131
2017,50504,5R04-064,Productive Alternatives,Active,Rural Reporter,Fergus Falls,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,11631,10761,26466,12865,16375,14710,15554,13948,19629,16335
2017,50505,5R06-026,City of Merrill,Active,Rural Reporter,Merrill,WI,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,7902,6656,5986,7259,7125,7092,7830,7748,7426,7891,7450
2017,50506,5R06-011,City of Berlin,Active,Rural Reporter,Berlin,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,7089,8108,8625,8746,,,,,,,
2017,50506,5R06-011,City of Berlin,Active,Rural Reporter,Berlin,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,8457,8620,9023,8995,8480,8474,9149
2017,50507,5R06-007,Sawyer County/LCO Transit Commission,Active,Rural Reporter,Hayward,WI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,23784,,,,,,,38736,38952
2017,50507,5R06-007,Sawyer County/LCO Transit Commission,Active,Rural Reporter,Hayward,WI,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,21705,30288,35798,27683,36945,37022,,
2014,50508,5R01-023,Stark County,Inactive,Rural Reporter,,IL,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,4241,4412,3502,2937,3574,3940,5090,5369,,,
2016,50509,5R05-049,Crawford County Transportation Program,Inactive,Rural Reporter,,OH,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,12282,12279,13392,13744,13990,12936,13428,12785,12843,15209,
2017,50510,5R04-036,"Three Rivers Community Action, Inc.",Active,Rural Reporter,Plainview,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,14760,15449,15701,13754,15767,13732,16614,17625,14679,16715,27575
2017,50510,5R04-036,"Three Rivers Community Action, Inc.",Active,Rural Reporter,Plainview,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,3953,6310,5807,6472,4908,9935,21623,23514,31984,30452,25470
2017,50511,5R03-001,ALTRAN Transit Authority(ALTRAN),Active,Rural Reporter,Munising,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,22446,22888,22766,21524,22729,20269,18777,18412,20097,22530,27545
2017,50512,5R04-044,Rock County,Active,Rural Reporter,Luverne,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,5871,5781,5811,6319,6039,5963,6483,6849,6011,6585,2464
2017,50512,5R04-044,Rock County,Active,Rural Reporter,Luverne,MN,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,240,180,114,314,92,,,,,
2017,50513,5R06-024,City of Mauston,Active,Rural Reporter,Mauston,WI,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,6285,6365,6885,6630,,,,,,,
2017,50513,5R06-024,City of Mauston,Active,Rural Reporter,Mauston,WI,2010,,,,,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,6706,7189,7378,7834,8494,8514,8213
2017,50514,5R03-040,Ionia Dial-A-Ride,Active,Rural Reporter,Ionia,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,10189,9474,8192,8930,9159,8378,7832,8063,8885,12089,13060
2017,50515,5218,University of Minnesota Transit,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,4797,1507,4905
2017,50515,5218,University of Minnesota Transit,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,41698,49221,50430
2017,50516,5219,City of Plymouth(Plymouth Metrolink),Active,Full Reporter,City of Plymouth,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,12493,12123,10773
2017,50516,5219,City of Plymouth(Plymouth Metrolink),Active,Full Reporter,City of Plymouth,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,23365,25545,26423
2017,50517,5220,City of Maple Grove,Active,Full Reporter,Maple Grove,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,11290,11369,11547
2017,50517,5220,City of Maple Grove,Active,Full Reporter,Maple Grove,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,853,874,832
2017,50518,5221,SouthWest Transit(SWT),Active,Full Reporter,Eden Prairie,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,4237,16725,24300
2017,50518,5221,SouthWest Transit(SWT),Active,Full Reporter,Eden Prairie,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,50832,49499,46061
2017,50519,5222,Minnesota Valley Transit Authority(MVTA),Active,Full Reporter,Burnsville,MN,2010,"Minneapolis-St. Paul, MN-WI",16,1022,2650890,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,165945,162917,173386
2017,50520,5R04-001,"Arrowhead Economic Opportunity Agency, Inc.",Active,Rural Reporter,Virginia,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,18473,15163,33835,60200,60481,38257,37781,47787,54919,34869,41679
2017,50520,5R04-001,"Arrowhead Economic Opportunity Agency, Inc.",Active,Rural Reporter,Virginia,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,44279,52310,43698,49566,58005,61160,56535,58045,84550,75596,86868
2017,50521,,Chicago Water Taxi (Wendella)(CWT),Active,Full Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,2443,8608208,New in 2017,FB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,10772
2017,50522,,Lake Erie Transit(LET),Active,Full Reporter,Monroe,MI,2010,"Detroit, MI",11,1337,3734090,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,28063
2017,50522,,Lake Erie Transit(LET),Active,Full Reporter,Monroe,MI,2010,"Detroit, MI",11,1337,3734090,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,23956
2017,50523,,Sault Ste. Marie Tribe of Chippewa Indians(SSMTCI),Active,Reduced Reporter,Sault Ste. Marie,MI,2010,Michigan Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,1146
2017,50523,,Sault Ste. Marie Tribe of Chippewa Indians(SSMTCI),Active,Reduced Reporter,Sault Ste. Marie,MI,2010,Michigan Non-UZA,0,0,0,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,5302
2017,55222,5T01,Grand Portage Reservation Tribal Council(na),Active,Reduced Reporter,Grand Portage,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,3500,4000,7400,6200,6910,6350,5990,5765,5842
2017,55222,5T01,Grand Portage Reservation Tribal Council(na),Active,Reduced Reporter,Grand Portage,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,,,,,2500,2500,,,,,,,
2017,55228,5T03,Menominee Indian Tribe of Wisconsin,Active,Reduced Reporter,Keshena,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,21543,27773,31359,,,,
2017,55228,5T03,Menominee Indian Tribe of Wisconsin,Active,Reduced Reporter,Keshena,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,27052,30962,28057,14644,21107,27482,38549,45484,48048,48142
2017,55228,5T03,Menominee Indian Tribe of Wisconsin,Active,Reduced Reporter,Keshena,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,4678,5663,6177,29001,25271,19794,19172
2017,55234,5T04,Red Lake Band of the Chippewa(RLT),Active,Reduced Reporter,Red Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,2628,7184,,9380,10986,9876,11604,9869,12614,10232,4447
2017,55234,5T04,Red Lake Band of the Chippewa(RLT),Active,Reduced Reporter,Red Lake,MN,2010,Minnesota Non-UZA,0,0,0,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,2967
2017,55240,5T02,Lac Courte Oreilles Band of Ojibwe(LCO),Active,Reduced Reporter,Hayward,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,3120,3392,,,2812,2799,2810
2017,55240,5T02,Lac Courte Oreilles Band of Ojibwe(LCO),Active,Reduced Reporter,Hayward,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,1664,,,,,,,
2017,55246,5T05,Fond du Lac Reservation(FDL),Active,Reduced Reporter,Cloquet,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,1071,8920,1667,14384,16691,15425,14429,14132
2017,55246,5T05,Fond du Lac Reservation(FDL),Active,Reduced Reporter,Cloquet,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,12396,3348,2851,3283,2995,2322
2017,55252,5T06,Bois Forte Reservation Tribal Council(BFRTC),Active,Reduced Reporter,Nett Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,1950,2760,1709,2144,964,1082
2017,55252,5T06,Bois Forte Reservation Tribal Council(BFRTC),Active,Reduced Reporter,Nett Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,1196,3064,4742,6104,4973,9426
2017,55258,5T08,Leech Lake Band of Ojibwe,Active,Reduced Reporter,Cass Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,2973,4160
2017,55258,5T08,Leech Lake Band of Ojibwe,Active,Reduced Reporter,Cass Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,1976,3360,2735,3063,,
2017,55270,5T10,White Earth Band of Chippewa(WEPT),Active,Reduced Reporter,White Earth,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,11022,11480,17504,10709,18479,17954
2017,55276,5T11,Oneida Tribe of Indians of Wisconsin,Active,Reduced Reporter,Oneida,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,18502,17168,22339,,,26285,26703,24394,22800,25856,11750
2017,55276,5T11,Oneida Tribe of Indians of Wisconsin,Active,Reduced Reporter,Oneida,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,22473,24499,,,,,,
2017,55282,5T12,Bad River Band of Lake Superior Tribe of Chippewa(BRT),Active,Reduced Reporter,Odanah,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,4131,,,7731,7901,7098,7439,8415,11003
2017,55300,5T17,Lac du Flambeau Band of Lake Superior Chippewa Indians,Active,Reduced Reporter,Lac Du Flambeau,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,6890,5846,6373,5474
2017,55300,5T17,Lac du Flambeau Band of Lake Superior Chippewa Indians,Active,Reduced Reporter,Lac Du Flambeau,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,3732,3707,3797
2017,55307,,Sangamon County(SMART),Active,Rural Reporter,Springfield,IL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,141,1239
2017,55308,5217,City of Stoughton,Active,Reduced Reporter,Stoughton,WI,2010,"Madison, WI",92,151,401661,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,10939,11805,11814,11361
2017,55310,5R02-035,Kankakee-Iroquois Regional Planning Commission,Active,Rural Reporter,Monon,IN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,18367,21779,20315,19613,32567,32568,30545,28337,29230,31245,32278
