Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles,Deadhead Miles Questionable,Vehicle Hours,Vehicle Hours Questionable,"Vehicle 
Revenue 
Hours",Vehicle Revenue Hours Questionable,Deadhead Hours,Deadhead Hours Questionable,Train Miles,Train Miles Questionable,"Train 
Revenue
Miles",Train Revenue Miles Questionable,Train Hours,Train Hours Questionable,"Train 
Revenue 
Hours",Train Revenue Hours Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Passenger Miles,Passenger Miles Questionable,Directional Route Miles,Directional Route Miles Questionable,Any data questionable
St. Tammany Parish Government,Mandeville,LA,6109,60109,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,91151,25,DR,PT,25,,0,,16.212,,0,,2.1314,,0,,0,,550608,,0,,0,,33963,,0,,0,,0,,0,,0,,72390,,0,,0,,No
RiverCities Transit,Longview,WA,16,16,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63952,25,VP,DO,1,,0,,22.6,,56.4444,,1.8,,0,,226,,226,,0,,10,,10,,0,,0,,0,,0,,0,,18,,1016,,0,,No
"Boston Express Bus, Inc.",Concord,NH,1133,10133,Private-For-Profit Corporation,Reduced Reporter,4181019,25,CB,DO,25,,0,,34.8808,,0,,16.7506,,0,,0,,1241685,,0,,0,,35598,,0,,0,,0,,0,,0,,596287,,0,,0,,No
Athens Transit System,Athens,GA,4047,40047,"City, County or Local Government Unit or Department of Transportation",Full Reporter,128754,25,DR,DO,3,,0,,10.2722,,5.232,,1.2421,,0,,62531,,56384,,6147,,5903,,5489,,414,,0,,0,,0,,0,,6818,,35672,,0,,No
Easy Lift Transportation,Goleta,CA,9243,90243,Private-Non-Profit Corporation,Reduced Reporter,195861,25,DR,DO,25,,0,,21.0623,,0,,2.5146,,0,,0,,625425,,0,,0,,29694,,0,,0,,0,,0,,0,,74669,,0,,0,,No
CityLink Transit,Abilene,TX,6040,60040,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,110421,25,MB,DO,10,,0,,16.071,,0,,15.2517,,0,,0,,399412,,0,,0,,24853,,0,,0,,0,,0,,0,,379050,,0,,0,,No
Lake Erie Transit,Monroe,MI,,50522,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3734090,25,MB,DO,8,,0,,11.647,,3.0714,,11.632,,281833,,287326,,279015,,8311,,24512,,23956,,556,,0,,0,,0,,0,,278657,,855855,,61.3,,No
Roseville Transit,Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,1723634,24,CB,PT,8,,0,,23.496,,0,,21.2583,,0,,0,,154486,,0,,0,,6575,,0,,0,,0,,0,,0,,139773,,0,,0,,No
Bluefield Area Transit,Bluefield,WV,3R05-013,3R05-30121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,DO,13,,0,,20.2582,,0,,0.8104,,0,,0,,386242,,0,,0,,19066,,0,,0,,0,,0,,0,,15452,,0,,0,,No
Clare County Transit ,Harrison,MI,5R03-022,5R03-50453,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,DO,24,,0,,20.0027,,0,,3.513,,0,,0,,596219,,0,,0,,29807,,0,,0,,0,,0,,0,,104711,,0,,0,,No
Clinton Area Transit System,St. Johns,MI,5R03-023,5R03-50314,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,DR,DO,24,,0,,17.2087,,0,,1.7485,,0,,0,,448045,,0,,0,,26036,,0,,0,,0,,0,,0,,45524,,0,,0,,No
Eastern Panhandle Transit Authority,Martinsburg,WV,3090,30090,Independent Public Agency or Authority of Transit Service,Reduced Reporter,182696,24,MB,DO,19,,0,,21.936,,0,,10.6804,,0,,0,,396010,,0,,0,,18053,,0,,0,,0,,0,,0,,192813,,0,,0,,No
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,2650890,24,DR,DO,3,,0,,3.9625,,2.8746,,1.6783,,0,,28666,,19436,,9230,,6050,,4905,,1145,,0,,0,,0,,0,,8232,,23664,,0,,No
C-TRAN,Elmira,NY,2005,20005,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,67983,24,DR,PT,8,,0,,13.0319,,0,,2.8035,,0,,0,,126058,,0,,0,,9673,,0,,0,,0,,0,,0,,27118,,0,,0,,No
Douglas County,Roseburg,OR,0R02-036,0R02-00351,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,MB,PT,3,,0,,15.2043,,0,,10.5485,,0,,0,,113120,,0,,0,,7440,,0,,0,,0,,0,,0,,78481,,0,,0,,No
Choctaw Nation of Oklahoma,Hugo,OK,6T03,60003,Tribe,Reduced Reporter,0,24,DR,DO,24,,0,,37.6058,,0,,1.7597,,0,,0,,917357,,0,,0,,24394,,0,,0,,0,,0,,0,,42926,,0,,0,,No
Lima Allen County Regional Transit Authority,Lima,OH,5093,50093,Independent Public Agency or Authority of Transit Service,Reduced Reporter,72852,24,MB,DO,9,,0,,10.5225,,0,,8.4026,,0,,0,,437862,,0,,0,,41612,,0,,0,,0,,0,,0,,349648,,0,,0,,No
Southeast Kansas Community Action Program,Girard,KS,7R02-068,7R02-70078,Private-Non-Profit Corporation,Rural Reporter,0,24,DR,DO,15,,0,,16.919,,0,,1.5561,,0,,0,,169258,,0,,0,,10004,,0,,0,,0,,0,,0,,15567,,0,,0,,No
Las Vegas Monorail Company,Las Vegas,NV,9242,90242,Private-Non-Profit Corporation,Full Reporter,1886011,24,MG,DO,24,,6,,13.4346,,2.0287,,35.4677,,1824312,,1834532,,1824260,,10272,,137508,,135788,,1720,,458633,,456065,,34395,,33947,,4816085,,9770328,,7.74,,No
Pueblo Transit System,Pueblo,CO,8007,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,136550,24,MB,DO,13,,0,,14.3318,,0,Q,21.2678,,552117,,557318,,552347,,4971,,39354,,38540,,814,,0,,0,,0,,0,,819660,,0,Q,161,,Yes
Monongalia County Urban Mass Transit Authority,Morgantown,WV,3089,30089,Independent Public Agency or Authority of Transit Service,Reduced Reporter,70350,24,MB,DO,23,,0,,18.7726,,0,,16.6185,,0,,0,,1113009,,0,,0,,59289,,0,,0,,0,,0,,0,,985292,,0,,0,,No
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,77086,24,CB,DO,4,,0,,25.4096,,20.2846,,4.7395,,198744,,134976,,134976,,0,,5312,,5312,,0,,0,,0,,0,,0,,25176,,510685,,89,,No
Craven County,New Bern,NC,4210,40210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,50503,24,MB,DO,2,,0,,11.6151,,0,,3.9095,,0,,0,,49945,,0,,0,,4300,,0,,0,,0,,0,,0,,16811,,0,,0,,No
Roseville Transit,Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,1723634,24,MB,PT,10,,0,,13.4165,,0,,5.8835,,0,,0,,439432,,0,,0,,32753,,0,,0,,0,,0,,0,,192701,,0,,0,,No
University of Kansas Parking & Transit,Lawrence,KS,,70044,University,Full Reporter,88053,24,MB,PT,24,,0,,8.6781,,1.1465,,50.496,,405824,,412759,,376117,,36642,,47623,,43341,,4282,,0,,0,,0,,0,,2188549,,2509133,,34.4,,No
Allegan County Transportation Services,Allegan,MI,5R03-003,5R03-50456,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,PT,24,,0,,23.101,,0,,1.9869,,0,,0,,571265,,0,,0,,24729,,0,,0,,0,,0,,0,,49135,,0,,0,,No
Bis-Man Transit Board,Bismarck,ND,8019,80019,Independent Public Agency or Authority of Transit Service,Reduced Reporter,81955,24,MB,PT,7,,0,,14.789,,0,,4.0854,,0,,0,,357095,,0,,0,,24146,,0,,0,,0,,0,,0,,98646,,0,,0,,No
Indiana County Transit Authority,Indiana,PA,3R04-008,3R04-30177,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,MB,DO,15,,0,,12.1676,,0,,9.6712,,0,,0,,414150,,0,,0,,34037,,0,,0,,0,,0,,0,,329180,,0,,0,,No
Douglas County,Roseburg,OR,0R02-036,0R02-00351,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,PT,17,,0,,11.6126,,0,,1.9333,,0,,0,,248346,,0,,0,,21386,,0,,0,,0,,0,,0,,41345,,0,,0,,No
Lima Allen County Regional Transit Authority,Lima,OH,5093,50093,Independent Public Agency or Authority of Transit Service,Reduced Reporter,72852,24,DR,DO,15,,0,,15.1226,,0,,1.9489,,0,,0,,284093,,0,,0,,18786,,0,,0,,0,,0,,0,,36612,,0,,0,,No
Town of Cary,Cary,NC,4143,40143,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,884891,24,MB,PT,9,,0,,15.3356,,0,,5.2888,,0,,0,,538495,,0,,0,,35114,,0,,0,,0,,0,,0,,185710,,0,,0,,No
Monongalia County Urban Mass Transit Authority,Morgantown,WV,3089,30089,Independent Public Agency or Authority of Transit Service,Reduced Reporter,70350,24,DR,DO,1,,0,,13.1338,,0,,3.7335,,0,,0,,12372,,0,,0,,942,,0,,0,,0,,0,,0,,3517,,0,,0,,No
Kankakee-Iroquois Regional Planning Commission,Monon,IN,5R02-035,5R02-55310,"MPO, COG or Other Planning Agency",Rural Reporter,0,24,DR,DO,24,,0,,17.1841,,0,,1.9514,,0,,0,,554667,,0,,0,,32278,,0,,0,,0,,0,,0,,62986,,0,,0,,No
Craven County,New Bern,NC,4210,40210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,50503,24,DR,DO,22,,0,,15.6083,,0,,1.4921,,0,,0,,549676,,0,,0,,35217,,0,,0,,0,,0,,0,,52548,,0,,0,,No
"Unified Human Services Transportation Systems, Inc",Roanoke,VA,3R06-021,3R06-30178,Private-Non-Profit Corporation,Rural Reporter,0,24,DR,DO,24,,0,,16.8159,,0,,2.9396,,0,,0,,398184,,0,,0,,23679,,0,,0,,0,,0,,0,,69606,,0,,0,,No
Claiborne County Human Resource Agency,Port Gibson,MS,4R05-003,4R05-41096,Private-Non-Profit Corporation,Rural Reporter,0,24,DR,DO,24,,0,,45.2002,,0,,4.524,,0,,0,,804790,,0,,0,,17805,,0,,0,,0,,0,,0,,80549,,0,,0,,No
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,77086,24,MB,DO,8,,0,,14.5351,,5.0722,,11.7164,,367236,,362695,,362695,,0,,24953,,24953,,0,,0,,0,,0,,0,,292359,,1482891,,151.2,,No
Warren County,Belvidere,NJ,2R01-014,2R01-20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,MB,PT,5,,0,,24.1601,Q,0,,10.2583,Q,0,,0,,288182,Q,0,,0,,11928,Q,0,,0,,0,,0,,0,,122361,,0,,0,,Yes
Roseville Transit,Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,1723634,24,DR,PT,6,,0,,11.655,,0,,2.4401,,0,,0,,135688,,0,,0,,11642,,0,,0,,0,,0,,0,,28408,,0,,0,,No
Bluefield Area Transit,Bluefield,WV,3R05-013,3R05-30121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,MB,DO,11,,0,,14.2546,,0,,7.6877,,0,,0,,369821,,0,,0,,25944,,0,,0,,0,,0,,0,,199450,,0,,0,,No
Baltimore County Department of Aging,Towson,MD,3R03-010,3R03-30130,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,DO,24,,0,,10.4597,,0,,1.2552,,0,,0,,371875,,0,,0,,35553,,0,,0,,0,,0,,0,,44627,,0,,0,,No
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,2650890,24,MB,PT,21,,0,,10.47,,0.1298,,80.063,,548862,,549589,,528001,,21588,,53566,,50430,,3136,,0,,0,,0,,0,,4037575,,524108,,22.16,,No
Bis-Man Transit Board,Bismarck,ND,8019,80019,Independent Public Agency or Authority of Transit Service,Reduced Reporter,81955,24,DR,PT,17,,0,,14.0564,,0,,3.2732,,0,,0,,632707,,0,,0,,45012,,0,,0,,0,,0,,0,,147332,,0,,0,,No
Indiana County Transit Authority,Indiana,PA,3R04-008,3R04-30177,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,DR,DO,9,,0,,21.3923,,0,,2.6026,,0,,0,,169256,,0,,0,,7912,,0,,0,,0,,0,,0,,20592,,0,,0,,No
Douglas County,Roseburg,OR,0R02-036,0R02-00351,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,CB,PT,4,,0,,27.0863,,0,,3.7524,,0,,0,,235515,,0,,0,,8695,,0,,0,,0,,0,,0,,32627,,0,,0,,No
Southeast Iowa Regional Planning Commission,West Burlington,IA,7R01-016,7R01-70217,Private-Non-Profit Corporation,Rural Reporter,0,24,DR,DO,24,,0,,15.9582,,0,,6.9035,,0,,0,,335107,,0,,0,,20999,,0,,0,,0,,0,,0,,144966,,0,,0,,No
Pueblo Transit System,Pueblo,CO,8007,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,136550,24,DR,PT,11,,0,,14.2902,,5.6996,,2.463,,0,,359541,,334005,,25536,,24576,,23373,,1203,,0,,0,,0,,0,,57567,,328109,,0,,No
Town of Cary,Cary,NC,4143,40143,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,884891,24,DR,PT,15,,0,,15.2636,,0,,1.5436,,0,,0,,379958,,0,,0,,24893,,0,,0,,0,,0,,0,,38426,,0,,0,,No
Warren County,Belvidere,NJ,2R01-014,2R01-20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,PT,19,,0,,13.4195,,0,,2.8945,,0,,0,,315278,,0,,0,,23494,,0,,0,,0,,0,,0,,68003,,0,,0,,No
C-TRAN,Elmira,NY,2005,20005,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,67983,24,MB,PT,16,,0,,19.2395,,0,,15.5319,,0,,0,,635076,,0,,0,,33009,,0,,0,,0,,0,,0,,512692,,0,,0,,No
Southeast Kansas Community Action Program,Girard,KS,7R02-068,7R02-70078,Private-Non-Profit Corporation,Rural Reporter,0,24,MB,DO,9,,0,,12.4998,,0,,4.971,,0,,0,,75074,,0,,0,,6006,,0,,0,,0,,0,,0,,29856,,0,,0,,No
Eastern Panhandle Transit Authority,Martinsburg,WV,3090,30090,Independent Public Agency or Authority of Transit Service,Reduced Reporter,182696,24,DR,DO,5,,0,,19.0369,,0,,1.961,,0,,0,,175539,,0,,0,,9221,,0,,0,,0,,0,,0,,18082,,0,,0,,No
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,77086,24,DR,DO,12,,0,,15.2931,,8.1815,,3.1401,,0,,270569,,230497,,40072,,17426,,15072,,2354,,0,,0,,0,,0,,47327,,387206,,0,,No
Monroe Randolph Transit District,Sparta,IL,5R01-046,5R01-50339,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,DR,DO,23,,0,,26.8237,,0,,1.6001,,0,,0,,138437,,0,,0,,5161,,0,,0,,0,,0,,0,,8258,,0,,0,,No
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,1045,10045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,924859,23,MB,PT,5,,0,,8.7562,,4.8467,,8.1646,,205150,,200694,,182435,,18259,,21542,,20835,,707,,0,,0,,0,,0,,170109,,824474,,19.5,,No
Cadillac/Wexford Transit Authority,Cadillac,MI,5R03-017,5R03-50374,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,23,,0,,17.1775,,0,,2.5541,,0,,0,,880640,,0,,0,,51267,,0,,0,,0,,0,,0,,130942,,0,,0,,No
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,1045,10045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,924859,23,CB,PT,18,,0,,20.5011,,21.8215,,5.272,,845000,,1136827,,835665,,301162,,53020,,40762,,12258,,0,,0,,0,,0,,214896,,4689354,,196.5,,No
Mid Mon Valley Transit Authority,Charleroi,PA,3061,30061,Independent Public Agency or Authority of Transit Service,Full Reporter,66086,23,DR,PT,1,,0,,16.8832,,5.6495,,2.986,,0,,7081,,3613,,3468,,421,,214,,207,,0,,0,,0,,0,,639,,3610,,0,,No
Muskegon Area Transit System,Muskegon Heights,MI,5037,50037,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,161280,23,DR,DO,8,,0,,15.3482,,0,,2.2255,,0,,0,,197547,,0,,0,,12871,,0,,0,,0,,0,,0,,28645,,0,,0,,No
Murray-Calloway County Transit Authority,Murray,KY,4R04-011,4R04-41053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,20,,0,,18.9574,,0,,2.0967,,0,,0,,587186,,0,,0,,30974,,0,,0,,0,,0,,0,,64942,,0,,0,,No
Gloucester County Division of Transportation Services ,West Deptford,NJ,2195,20195,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5441567,23,DR,PT,3,,0,,21.7924,,0,,4.3457,,0,,0,,19417,,0,,0,,891,,0,,0,,0,,0,,0,,3872,,0,,0,,No
City of Lompoc - Lompoc Transit,Lompoc,CA,9149,90149,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,51509,23,CB,PT,13,,0,,42.2643,,0,,18.3191,,0,,0,,401511,,0,,0,,9500,,0,,0,,0,,0,,0,,174031,,0,,0,,No
Northwestern CT Transit District,Torrington,CT,1R01-004,1R01-10131,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,DR,DO,17,,0,,15.3619,,0,,1.3709,,0,,0,,231964,,0,,0,,15100,,0,,0,,0,,0,,0,,20701,,0,,0,,No
Wilkes Transportation Authority,North Wilkesboro,NC,4R06-050,4R06-40918,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,21,,0,,15.9603,,0,,1.4277,,0,,0,,679829,,0,,0,,42595,,0,,0,,0,,0,,0,,60815,,0,,0,,No
Johnston Co. Council on Aging Inc.,Smithfield,NC,4R06-024,4R06-40943,Area Agency on Aging,Rural Reporter,0,23,DR,DO,23,,0,,18.608,,0,,1.3875,,0,,0,,1134938,,0,,0,,60992,,0,,0,,0,,0,,0,,84629,,0,,0,,No
Colorado Valley Transit  District,Columbus ,TX,6R05-031,6R05-60238,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,MB,DO,19,,0,,11.2907,W,0,,2.6202,W,0,,0,,192743,W,0,,0,,17071,W,0,,0,,0,,0,,0,,44730,W,0,,0,,Yes
Pee Dee Regional Transportation Authority,Florence,SC,4056,40056,Independent Public Agency or Authority of Transit Service,Reduced Reporter,89557,23,MB,DO,19,,0,,16.7758,,0,,7.7802,,0,,0,,512066,,0,,0,,30524,,0,,0,,0,,0,,0,,237482,,0,,0,,No
Mendocino Transit Authority,Wasco,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,6,,0,,11.765,,0,,3.8978,,0,,0,,100261,,0,,0,,8522,,0,,0,,0,,0,,0,,33217,,0,,0,,No
"Community Transit, Inc. ",Paramus,NJ,2160,20160,Private-For-Profit Corporation,Reduced Reporter,18351295,23,CB,DO,23,,0,,31.5078,,0,,20.1985,,0,,0,,819645,,0,,0,,26014,,0,,0,,0,,0,,0,,525444,,0,,0,,No
Livingston Essential Transportation Service,Howell,MI,5180,50180,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,119509,23,DR,DO,23,,0,,18.1622,,0,,3.5546,,0,,0,,726704,,0,,0,,40012,,0,,0,,0,,0,,0,,142228,,0,,0,,No
"The Transit System, Inc.",Glen Rose ,TX,6R05-016,6R05-60264,Other Publicly-Owned or Privately Chartered Corporation,Rural Reporter,0,23,DR,DO,23,,0,,19.9679,,0,,1.1231,,0,,0,,311938,,0,,0,,15622,,0,,0,,0,,0,,0,,17545,,0,,0,,No
Gloucester County Division of Transportation Services ,West Deptford,NJ,2195,20195,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5441567,23,DR,DO,20,,0,,15.7705,,0,,2.4117,,0,,0,,231779,,0,,0,,14697,,0,,0,,0,,0,,0,,35445,,0,,0,,No
Greater Lapeer Transportation Authority,Lapeer ,MI,5R03-032,5R03-50335,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,23,,0,,14.8487,,0,,3.5455,,0,,0,,693064,,0,,0,,46675,,0,,0,,0,,0,,0,,165485,,0,,0,,No
Colorado Valley Transit  District,Columbus ,TX,6R05-031,6R05-60238,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,4,,0,,10.8437,W,0,,2.5166,W,0,,0,,226265,W,0,,0,,20866,W,0,,0,,0,,0,,0,,52511,W,0,,0,,Yes
City of Lompoc - Lompoc Transit,Lompoc,CA,9149,90149,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,51509,23,MB,PT,8,,0,,13.2271,,0,,5.8331,,0,,0,,212083,,0,,0,,16034,,0,,0,,0,,0,,0,,93528,,0,,0,,No
Pee Dee Regional Transportation Authority,Florence,SC,4056,40056,Independent Public Agency or Authority of Transit Service,Reduced Reporter,89557,23,DR,DO,4,,0,,7.0013,,0,,0.7922,,0,,0,,10376,,0,,0,,1482,,0,,0,,0,,0,,0,,1174,,0,,0,,No
Charlottesville Area Transit,Charlottesville,VA,3036,30036,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,92359,23,MB,DO,23,,0,,10.2918,,0,,22.4196,,0,,0,,1005147,,0,,0,,97665,,0,,0,,0,,0,,0,,2189612,,0,,0,,No
Eaton County Transportation Authority,Charlotte,MI,5R03-028,5R03-50260,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,MB,DO,2,,0,,29.6929,,0,,0.8721,,0,,0,,100748,,0,,0,,3393,,0,,0,,0,,0,,0,,2959,,0,,0,,No
"University of Arkansas, Fayetteville",Fayetteville,AR,6062,60062,University,Reduced Reporter,295083,23,MB,DO,19,,0,,11.0672,,0,,34.3141,,0,,0,,547338,,0,,0,,49456,,0,,0,,0,,0,,0,,1697040,,0,,0,,No
Sussex County Transit,Hamburg,NJ,2R01-013,2R01-20950,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,MB,DO,4,,0,,6.5552,,0,,4.5607,,0,,0,,48194,,0,,0,,7352,,0,,0,,0,,0,,0,,33530,,0,,0,,No
Heart of Texas Council of Governments,Dallas,TX,6R05-030,6R05-60142,"MPO, COG or Other Planning Agency",Rural Reporter,0,23,DR,DO,23,,0,,19.5122,,0,,1.7682,,0,,0,,340371,,0,,0,,17444,,0,,0,,0,,0,,0,,30845,,0,,0,,No
Mid Mon Valley Transit Authority,Charleroi,PA,3061,30061,Independent Public Agency or Authority of Transit Service,Full Reporter,66086,23,MB,PT,22,,0,,17.7532,,15.29,,6.9189,,768927,,842311,,767683,,74628,,47452,,43242,,4210,,0,,0,,0,,0,,299188,,4574585,,207.06,,No
Muskegon Area Transit System,Muskegon Heights,MI,5037,50037,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,161280,23,MB,DO,15,,0,,14.6631,,0,,11.6838,,0,,0,,663432,,0,,0,,45245,,0,,0,,0,,0,,0,,528635,,0,,0,,No
Murray-Calloway County Transit Authority,Murray,KY,4R04-011,4R04-41053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,MB,DO,3,,0,,11.8589,,0,,6.0089,,0,,0,,73264,,0,,0,,6178,,0,,0,,0,,0,,0,,37123,,0,,0,,No
City of Lompoc - Lompoc Transit,Lompoc,CA,9149,90149,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,51509,23,DR,PT,2,,0,,8.0632,,0,,1.7468,,0,,0,,36849,,0,,0,,4570,,0,,0,,0,,0,,0,,7983,,0,,0,,No
Northwestern CT Transit District,Torrington,CT,1R01-004,1R01-10131,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,MB,DO,6,,0,,13.1697,,0,,6.4834,,0,,0,,119502,,0,,0,,9074,,0,,0,,0,,0,,0,,58830,,0,,0,,No
Wilkes Transportation Authority,North Wilkesboro,NC,4R06-050,4R06-40918,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,MB,DO,2,,0,,12.8831,,0,,4.5226,,0,,0,,41561,,0,,0,,3226,,0,,0,,0,,0,,0,,14590,,0,,0,,No
Eaton County Transportation Authority,Charlotte,MI,5R03-028,5R03-50260,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,21,,0,,18.5969,,0,,3.3456,,0,,0,,736547,,0,,0,,39606,,0,,0,,0,,0,,0,,132505,,0,,0,,No
"University of Arkansas, Fayetteville",Fayetteville,AR,6062,60062,University,Reduced Reporter,295083,23,DR,DO,4,,0,,7.5862,,0,,1.1845,,0,,0,,62040,,0,,0,,8178,,0,,0,,0,,0,,0,,9687,,0,,0,,No
Community Development Inc.,Richton,MS,4R05-027,4R05-41044,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,12.3146,,0,,0.8974,,0,,0,,1313726,,0,,0,,106680,,0,,0,,0,,0,,0,,95730,,0,,0,,No
Sussex County Transit,Hamburg,NJ,2R01-013,2R01-20950,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,DR,DO,19,,0,,16.1641,,0,,2.8303,,0,,0,,390606,,0,,0,,24165,,0,,0,,0,,0,,0,,68395,,0,,0,,No
Mendocino Transit Authority,Wasco,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,MB,DO,17,,0,,17.77,,0,,7.2207,,0,,0,,634779,,0,,0,,35722,,0,,0,,0,,0,,0,,257939,,0,,0,,No
Terrebonne Council on Aging,Houma,LA,6R02-026,6R02-60232,Area Agency on Aging,Rural Reporter,0,23,DR,DO,23,,0,,13.5705,,0,,0.544,,0,,0,,478223,,0,,0,,35240,,0,,0,,0,,0,,0,,19172,,0,,0,,No
Lake Transit Authority,Visalia,CA,9R02-001,9R02-91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,22,MB,PT,16,,0,,23.8417,,0,,8.5054,,0,,0,,923316,,0,,0,,38727,,0,,0,,0,,0,,0,,329387,,0,,0,,No
Huntington Area Rapid Transit,Huntington Station,NY,2071,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,22,DR,DO,14,,0,,12.6857,,6.3664,,2.4123,,0,,281683,,258065,,23618,,21645,,20343,,1302,,0,,0,,0,,0,,49073,,312419,,0,,No
City Utilities of Springfield ,Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,273724,22,DR,DO,4,,0,,15.2284,,6.2434,,2.0401,,0,,152931,,138609,,14322,,9718,,9102,,616,,0,,0,,0,,0,,18569,,115934,,0,,No
Wadena County Social Services,Wadena,MN,5R04-020,5R04-50446,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,22,MB,DO,4,,0,,22.0336,,0,,5.121,,0,,0,,42613,,0,,0,,1934,,0,,0,,0,,0,,0,,9904,,0,,0,,No
